490,800,559,75,401,24,235,391,201,562,360,206,515,779,129,282,617,591,282,422,847,895,16,802,903,503,281,919,988,525,841,136,583,270,386,962,655,352,377,739,245,186,968,240,745,484,43,640,199,711
613,237,40,849,148,761,928,834,698,750,918,576,843,719,157,547,813,35,879,250,972,662,886,434,784,202,20,462,513,757,826,368,396,721,562,553,683,641,511,123,515,174,572,395,889,409,855,223,941,291
358,11,966,345,15,184,750,951,644,626,1,22,710,451,333,609,930,826,418,829,112,462,306,540,0,742,122,442,244,536,980,532,549,164,533,829,857,630,724,518,393,767,496,357,206,44,745,307,802,124
29,383,101,441,301,785,459,3,805,308,680,336,105,39,260,267,769,481,736,654,578,299,137,732,476,121,430,634,37,981,272,534,122,957,78,145,468,864,877,440,68,100,223,35,897,696,815,591,583,373
132,436,45,689,630,529,36,410,708,380,274,29,288,57,857,439,72,773,454,670,671,777,329,358,342,904,690,722,257,991,45,208,277,933,412,752,497,299,458,11,935,595,761,401,385,599,425,517,297,92
615,419,805,848,672,665,852,307,114,252,503,980,51,947,315,128,785,387,54,958,118,186,9,990,588,419,350,808,916,676,176,98,556,350,454,470,516,997,982,108,635,279,607,765,824,771,293,376,188,788
329,483,447,682,42,341,13,502,993,946,897,786,989,313,86,756,339,865,408,399,193,407,529,473,682,246,46,230,806,600,925,240,71,786,473,923,564,215,949,219,65,783,680,437,852,713,242,393,438,532
600,86,47,23,948,875,963,89,462,862,715,564,335,772,875,884,872,879,218,373,531,189,126,717,636,737,230,612,589,858,279,627,215,420,614,545,523,948,228,707,668,780,708,304,828,705,572,761,745,601
981,452,749,196,193,979,63,890,461,234,851,942,30,756,167,663,182,676,356,282,602,476,414,626,810,509,958,857,652,708,249,628,983,214,452,57,563,192,244,448,870,790,734,480,715,893,380,401,536,566
158,638,383,58,751,793,694,654,23,342,31,256,784,137,986,705,913,179,376,286,150,142,402,403,719,698,501,157,702,675,195,154,806,752,139,332,919,967,797,656,269,761,818,931,180,992,38,185,836,143
456,111,557,613,993,508,626,17,934,147,213,198,663,477,445,740,49,76,403,176,590,411,697,359,456,203,255,33,512,962,201,965,107,502,148,960,858,67,860,639,289,601,674,222,22,884,22,291,518,325
290,38,864,706,987,308,560,838,924,930,712,582,242,80,521,957,874,523,176,16,724,608,971,822,790,987,463,650,46,188,433,490,890,645,743,808,177,107,445,342,377,704,740,562,619,505,2,186,239,542
198,345,634,790,502,95,428,858,591,2,857,5,834,622,23,309,933,442,556,715,708,11,763,408,245,828,28,350,928,517,962,104,248,388,347,756,954,484,270,122,680,220,960,584,653,313,333,677,879,537
260,759,298,153,658,195,559,389,329,637,615,76,587,515,697,690,746,118,550,426,108,964,27,210,136,880,470,483,867,555,102,870,608,353,324,276,135,937,34,777,922,167,805,622,350,695,48,357,253,992
146,219,785,44,47,317,340,445,424,896,97,962,924,700,465,325,769,179,140,909,630,32,595,857,547,700,684,81,550,106,253,986,525,278,388,910,472,382,663,646,335,509,317,739,987,774,273,871,874,458
774,759,763,102,109,108,670,159,111,365,556,270,797,639,812,264,140,587,255,255,864,556,170,919,644,432,359,926,748,395,353,585,760,273,732,974,815,607,965,515,125,152,166,53,291,345,736,356,774,5
157,368,448,905,973,440,467,912,589,278,852,566,381,799,623,777,161,658,730,768,46,908,844,179,382,99,412,969,139,751,329,356,222,2,743,915,123,605,907,866,384,551,492,878,308,741,398,334,19,756
907,503,923,546,276,197,739,856,4,596,844,690,17,86,819,235,228,574,590,13,24,574,359,901,804,287,727,94,670,366,385,694,619,494,453,709,775,410,372,529,770,997,54,388,619,28,314,196,166,177
281,111,877,417,946,695,206,201,500,581,539,468,353,374,848,600,342,644,250,564,922,23,368,855,701,415,382,36,497,349,266,287,95,656,33,955,360,628,473,983,930,11,620,580,29,801,491,521,76,928
866,305,139,164,180,377,183,753,901,15,343,237,726,973,790,847,38,36,822,497,469,251,460,134,75,349,300,193,122,72,74,441,683,971,412,390,345,189,718,956,830,909,941,972,807,393,18,18,988,945
287,780,705,14,836,443,981,19,524,562,63,191,322,141,338,262,742,794,631,544,605,474,213,449,989,321,290,731,534,360,596,890,440,824,232,420,959,660,884,650,312,52,140,757,795,709,755,832,716,506
560,356,725,986,592,11,700,760,595,823,674,47,215,671,274,46,582,679,171,920,142,202,298,646,616,486,704,882,772,214,35,183,913,841,611,52,543,223,582,221,872,109,797,795,0,202,139,878,121,30
399,262,815,790,664,757,429,767,541,708,62,622,214,966,157,31,404,97,642,275,155,334,619,422,141,83,358,135,50,894,963,742,112,266,613,587,848,973,282,263,234,270,408,289,875,87,163,749,31,69
189,151,344,262,349,378,865,636,701,853,648,663,403,764,413,825,36,907,288,457,505,165,810,755,980,600,821,224,980,780,736,422,920,340,440,154,789,194,274,896,944,919,632,273,628,157,206,575,489,485
40,970,404,132,627,530,847,273,305,404,64,10,573,813,126,364,807,789,503,703,843,333,997,269,344,922,340,950,144,394,131,20,522,234,109,543,750,464,883,465,205,342,768,538,999,846,285,134,575,814
14,542,117,394,5,195,273,177,710,99,759,332,416,881,390,402,50,79,590,893,265,183,694,825,580,993,595,904,513,686,75,968,298,482,927,397,845,493,635,460,856,283,891,684,896,641,526,339,196,888
851,824,499,681,687,991,478,543,966,676,867,128,370,866,219,7,85,849,818,783,434,100,722,762,354,721,987,883,774,669,575,159,310,744,988,122,804,244,617,957,581,90,71,657,205,83,279,504,130,262
313,758,588,103,163,398,813,8,192,659,356,718,523,187,521,377,461,110,324,789,779,761,306,281,684,416,49,107,871,650,335,47,982,58,686,320,254,402,674,96,321,346,580,996,885,264,96,786,347,766
228,845,308,757,504,747,870,620,994,620,792,916,742,727,554,361,4,253,612,833,939,239,135,148,70,396,512,723,257,315,468,671,727,630,475,323,782,598,140,638,250,281,920,224,78,232,11,404,472,405
290,800,435,34,368,470,178,283,846,182,217,467,93,830,596,183,380,545,607,680,656,627,456,329,322,407,577,386,808,351,671,361,699,593,512,406,919,683,609,499,173,184,461,359,76,378,340,859,256,626
488,273,311,844,621,284,24,384,442,714,460,534,155,320,102,953,72,620,54,507,270,889,96,948,287,382,61,490,576,453,235,603,197,141,300,835,942,96,762,991,28,77,296,442,210,714,715,619,939,519
820,873,819,239,503,307,115,937,952,69,314,369,313,335,398,267,188,771,889,796,391,207,901,680,811,255,918,158,650,979,853,202,70,582,772,423,302,245,111,985,184,382,133,67,656,480,103,183,569,619
1,423,613,106,123,425,949,852,577,633,521,70,276,532,229,120,325,399,340,982,664,107,432,675,609,618,181,595,671,518,544,554,246,992,111,340,256,788,279,507,252,292,80,729,459,522,100,387,332,395
